0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,512,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
0,0,0,0,0,0,0,0,511,506,500,494,488,482,476,567
1,1,1,1,1,1,0,0,513,506,498,491,484,477,470,541
16,17,15,5,2,0,0,0,523,513,505,498,491,483,475,492
22,21,18,0,0,0,0,0,517,510,504,497,491,484,477,492
21,21,20,0,0,0,0,0,518,511,504,498,492,485,479,490
23,23,15,0,0,0,0,0,520,513,506,500,494,487,481,491
26,26,16,0,0,0,0,0,522,517,510,504,497,491,484,493
29,29,12,2,0,0,0,0,527,517,511,505,498,492,486,499
30,30,8,4,0,0,0,0,524,517,510,504,498,491,485,496
31,31,10,6,0,0,0,0,525,519,512,506,500,494,487,497
30,30,12,4,0,0,0,0,524,517,511,505,498,492,485,495
25,26,18,0,0,0,0,0,516,511,504,498,492,486,480,489
22,22,18,0,0,0,0,0,516,512,506,500,494,488,481,492
18,18,17,1,0,0,0,0,512,507,501,495,489,483,477,492
10,10,10,8,3,1,0,0,511,505,499,493,487,481,475,492
6,6,7,7,7,6,3,0,511,505,499,494,488,482,475,489
3,3,3,3,3,3,3,3,512,505,498,492,486,480,474,485
1,1,1,1,1,1,1,1,511,503,495,488,480,473,465,448
0,0,0,0,0,0,0,0,511,504,496,489,482,474,466,382
0,0,0,0,0,0,0,0,511,504,497,491,484,478,470,382
0,0,0,0,0,0,0,0,512,504,498,491,485,478,471,382
